[INFO] [1760510480.335891388] [ai_adapter_simulated_node]: 🚁 Iter 0119 | Pos=[  0.00,   0.00,   3.00] | →Goal=  1.41m | Traveled=  0.00m | Action=[ 0.00,  0.00,  0.00, spd=0.00]
[INFO] [1760510480.437528386] [ai_adapter_simulated_node]: 🚁 Iter 0120 | Pos=[  0.00,   0.00,   3.00] | →Goal=  1.41m | Traveled=  0.00m | Action=[ 0.00,  0.00,  0.00, spd=0.00]
[INFO] [1760510480.534688164] [ai_adapter_simulated_node]: 🚁 Iter 0121 | Pos=[  0.06,   0.04,   3.01] | →Goal=  1.34m | Traveled=  0.07m | Action=[ 0.80,  0.47,  0.13, spd=0.49]
[INFO] [1760510480.634654127] [ai_adapter_simulated_node]: 🚁 Iter 0122 | Pos=[  0.13,   0.07,   3.02] | →Goal=  1.27m | Traveled=  0.15m | Action=[ 0.80,  0.47,  0.12, spd=0.49]
[INFO] [1760510480.734697329] [ai_adapter_simulated_node]: 🚁 Iter 0123 | Pos=[  0.19,   0.11,   3.03] | →Goal=  1.20m | Traveled=  0.22m | Action=[ 0.79,  0.48,  0.11, spd=0.50]
[INFO] [1760510480.834628657] [ai_adapter_simulated_node]: 🚁 Iter 0124 | Pos=[  0.25,   0.15,   3.04] | →Goal=  1.13m | Traveled=  0.30m | Action=[ 0.78,  0.49,  0.10, spd=0.51]
[INFO] [1760510480.934638110] [ai_adapter_simulated_node]: 🚁 Iter 0125 | Pos=[  0.32,   0.19,   3.04] | →Goal=  1.06m | Traveled=  0.38m | Action=[ 0.77,  0.49,  0.09, spd=0.52]
[INFO] [1760510481.039448322] [ai_adapter_simulated_node]: 🚁 Iter 0126 | Pos=[  0.38,   0.24,   3.05] | →Goal=  0.98m | Traveled=  0.45m | Action=[ 0.76,  0.51,  0.07, spd=0.53]
[INFO] [1760510481.137348982] [ai_adapter_simulated_node]: 🚁 Iter 0127 | Pos=[  0.45,   0.27,   3.06] | →Goal=  0.92m | Traveled=  0.53m | Action=[ 0.85,  0.37,  0.12, spd=0.50]
[INFO] [1760510481.234646311] [ai_adapter_simulated_node]: 🚁 Iter 0128 | Pos=[  0.52,   0.30,   3.07] | →Goal=  0.85m | Traveled=  0.60m | Action=[ 0.83,  0.41,  0.12, spd=0.49]
[INFO] [1760510481.334654566] [ai_adapter_simulated_node]: 🚁 Iter 0129 | Pos=[  0.58,   0.33,   3.08] | →Goal=  0.79m | Traveled=  0.68m | Action=[ 0.81,  0.43,  0.12, spd=0.49]
[INFO] [1760510481.434653967] [ai_adapter_simulated_node]: 🚁 Iter 0130 | Pos=[  0.64,   0.37,   3.09] | →Goal=  0.73m | Traveled=  0.75m | Action=[ 0.80,  0.46,  0.12, spd=0.47]
[INFO] [1760510481.534655815] [ai_adapter_simulated_node]: 🚁 Iter 0131 | Pos=[  0.70,   0.40,   3.10] | →Goal=  0.67m | Traveled=  0.82m | Action=[ 0.79,  0.47,  0.11, spd=0.46]
[INFO] [1760510481.636539270] [ai_adapter_simulated_node]: 🚁 Iter 0132 | Pos=[  0.75,   0.44,   3.10] | →Goal=  0.62m | Traveled=  0.88m | Action=[ 0.75,  0.54,  0.11, spd=0.42]
[INFO] [1760510481.734693730] [ai_adapter_simulated_node]: 🚁 Iter 0133 | Pos=[  0.79,   0.48,   3.11] | →Goal=  0.57m | Traveled=  0.94m | Action=[ 0.68,  0.61,  0.11, spd=0.38]
[INFO] [1760510481.834642923] [ai_adapter_simulated_node]: 🚁 Iter 0134 | Pos=[  0.83,   0.51,   3.12] | →Goal=  0.53m | Traveled=  0.99m | Action=[ 0.65,  0.61,  0.12, spd=0.35]
[INFO] [1760510481.934639980] [ai_adapter_simulated_node]: 🚁 Iter 0135 | Pos=[  0.87,   0.54,   3.12] | →Goal=  0.49m | Traveled=  1.04m | Action=[ 0.64,  0.57,  0.14, spd=0.32]
[INFO] [1760510482.039435140] [ai_adapter_simulated_node]: 🚁 Iter 0136 | Pos=[  0.90,   0.58,   3.13] | →Goal=  0.46m | Traveled=  1.08m | Action=[ 0.61,  0.58,  0.15, spd=0.31]
[INFO] [1760510482.137226634] [ai_adapter_simulated_node]: 🚁 Iter 0137 | Pos=[  0.93,   0.61,   3.14] | →Goal=  0.42m | Traveled=  1.13m | Action=[ 0.61,  0.58,  0.15, spd=0.31]
[INFO] [1760510482.234661983] [ai_adapter_simulated_node]: 🚁 Iter 0138 | Pos=[  0.97,   0.64,   3.15] | →Goal=  0.39m | Traveled=  1.17m | Action=[ 0.64,  0.58,  0.14, spd=0.31]
[INFO] [1760510482.334666175] [ai_adapter_simulated_node]: 🚁 Iter 0139 | Pos=[  0.99,   0.64,   3.15] | →Goal=  0.39m | Traveled=  1.19m | Action=[ 1.00, -0.01,  0.18, spd=0.13]
[INFO] [1760510482.434660419] [ai_adapter_simulated_node]: 🚁 Iter 0140 | Pos=[  1.00,   0.64,   3.15] | →Goal=  0.39m | Traveled=  1.21m | Action=[ 1.00, -0.01,  0.18, spd=0.13]
[INFO] [1760510482.534640965] [ai_adapter_simulated_node]: 🚁 Iter 0141 | Pos=[  1.02,   0.63,   3.16] | →Goal=  0.40m | Traveled=  1.23m | Action=[ 0.65, -0.25,  0.24, spd=0.14]
[INFO] [1760510482.634684689] [ai_adapter_simulated_node]: 🚁 Iter 0142 | Pos=[  1.06,   0.66,   3.17] | →Goal=  0.38m | Traveled=  1.28m | Action=[ 0.68,  0.55,  0.13, spd=0.31]
